Ngày,Đài,G.8,G.7,G.6,G.5,G.4,G.3,G.2,G.1,ĐB
25/05/2018,Vĩnh Long,07,750,378078583640,5939,66763809748955080172616959504080192,1126358077,10917,94594,934328
26/05/2018,Bình Phước,20,878,668703875796,7882,39378435768763500406606587166583310,0011106782,90474,52522,907183
26/05/2018,Hậu Giang,20,792,192316213319,9753,76528647694401277147289476580518806,4906823065,15731,69743,820456
26/05/2018,Hồ Chí Minh,54,951,401557441451,6098,51848204935924776987961928329394301,2185347038,24064,66049,122345
26/05/2018,Long An,55,171,613906044877,5370,23733747797963448910412461548562921,6566955900,60715,40498,218256
27/05/2018,Kiên Giang,10,447,160337961095,9918,65947111954966987857273334855842031,2434948603,24341,16086,179516
27/05/2018,Tiền Giang,53,997,235747595377,1624,89160684427225614522734165238212042,9776051079,33967,46245,799397
27/05/2018,Đà Lạt,69,982,985196429521,7972,31215824519929986296096598330142201,9914624034,16114,46406,014287
28/05/2018,Cà Mau,79,835,043830098918,7953,10995406658226400227629280962254900,9141136362,79883,00720,038623
28/05/2018,Hồ Chí Minh,50,905,499993269817,1979,55149716309717683557670892576294356,9081019303,17533,79448,502731
28/05/2018,Đồng Tháp,06,010,855446101248,5738,24533917602475400018670762126450605,7013666315,76430,59646,344338
29/05/2018,Bạc Liêu,48,779,359864683363,1166,18948174881728614577690601867056406,2917811998,67866,81611,491504
29/05/2018,Bến Tre,04,683,636722974953,7706,90814544744283777338065523011066403,5938340387,12760,61856,130425
29/05/2018,Vũng Tàu,69,169,378498250472,2329,27406022698569842691021967769574418,7501254606,35002,71810,629474
30/05/2018,Cần Thơ,75,039,717798373440,5498,20745433378330645019251404664881118,6118201711,35737,93596,167473
30/05/2018,Sóc Trăng,52,715,879382608794,1216,05305579861630823942718289507988159,7991865304,64523,53567,761141
30/05/2018,Đồng Nai,60,278,226883122377,1802,53848564629820257696699358718082637,5986827844,84448,25309,580647
31/05/2018,An Giang,65,067,269059921214,4833,40555735549165378139506070700923969,1214834056,17371,31340,362151
31/05/2018,Bình Thuận,57,624,445526785538,0213,07407188185929851893656718374979326,4081598590,77840,47166,251312
31/05/2018,Tây Ninh,69,181,690009173345,4906,14504464740909681406606752438046519,0354705164,02209,41419,719267
01/06/2018,Bình Dương,54,062,976363276243,0439,46877628317014532833139813825763377,7761173741,68900,98245,570454
01/06/2018,Trà Vinh,76,840,483852434169,4760,97916910290875335279170743361138500,4371146392,82978,18597,682264
01/06/2018,Vĩnh Long,78,433,439667382011,0376,24710043607109140187279420438657998,7652122232,29790,52978,964617
02/06/2018,Bình Phước,86,772,789616628857,3374,16496484861672924609074493402179358,1468226942,62124,86146,063684
02/06/2018,Hậu Giang,04,827,633824720683,2834,43629617513656036194556092542346571,1870685197,21432,89359,327362
02/06/2018,Hồ Chí Minh,71,342,393741014007,9436,23566577013181794995841858971764676,9115123268,25024,65871,501091
02/06/2018,Long An,13,478,041224473245,3107,70675742005087871473976653219539239,2200569746,49427,61873,066836
03/06/2018,Kiên Giang,10,105,593404383545,2044,63777831678186903606125715143887826,4318645319,53485,92629,696660
03/06/2018,Tiền Giang,07,256,246823833824,9080,83935359098027471281650361980961936,6657163742,55662,05651,753447
03/06/2018,Đà Lạt,64,306,494156185887,9214,75157372304137665380093627745429579,1478925337,24757,99781,463285
04/06/2018,Cà Mau,39,924,721612501799,6658,05342622378730982434529382024412339,5697546575,39947,60112,983519
04/06/2018,Hồ Chí Minh,30,452,896015170511,3772,63130757221554332979562302567980464,3174367775,28340,92728,143719
04/06/2018,Đồng Tháp,17,044,418231782689,0908,77863606434286208694738177060752784,4488657692,82613,16313,848879
05/06/2018,Bạc Liêu,35,926,544749827232,6350,10955640946024924677896105925338548,8574126083,08257,65136,554613
05/06/2018,Bến Tre,13,028,313267356449,1110,25260320700903347972830039965663684,3608093306,44902,47631,933884
05/06/2018,Vũng Tàu,44,255,330849244919,4971,33941739327984113472838418363657695,3277645559,40021,22783,419450
06/06/2018,Cần Thơ,47,519,518509273883,5030,69170758964399240852072645558998025,1097871638,13149,57142,030827
06/06/2018,Sóc Trăng,83,432,780416087963,3096,06791844356401250120577896170034954,9932257186,07211,74968,640286
06/06/2018,Đồng Nai,03,936,465748146587,5594,43384352430192061092873631474383859,8553940132,67618,20018,037142
07/06/2018,An Giang,11,356,962088229658,1356,05640799482182414483718735609145672,2285538398,66226,28353,893294
07/06/2018,Bình Thuận,42,479,863331802675,8054,56329825633826576090914966577296384,7933112264,38647,95488,805996
07/06/2018,Tây Ninh,56,173,417008196348,6117,32358721434714852704215147863281665,6286844444,83283,99477,501566
08/06/2018,Bình Dương,76,171,948634808954,5692,67177448724622801303302414215875385,8823216589,92037,85246,233040
08/06/2018,Trà Vinh,53,828,280068384472,8891,32047065634861242505965224786352970,4154983840,60030,31861,256912
08/06/2018,Vĩnh Long,35,145,013779124821,3532,44818160427875954441935661317708548,7102996000,07512,72821,352720
09/06/2018,Bình Phước,06,278,762280834843,9029,58706556353128231719764701090192829,9062699946,28244,99465,539487
09/06/2018,Hậu Giang,11,409,481600718315,8055,79836662218124140469117127730542965,9628212420,68549,38841,555710
09/06/2018,Hồ Chí Minh,71,564,551769418963,7739,74299276261927983502437317154284970,4705984779,80602,68243,056533
09/06/2018,Long An,69,936,689886144318,2819,10681215891106373462381911486065543,4656667638,11277,06757,297752
10/06/2018,Kiên Giang,28,061,393539081039,8829,18677601414574202442325934944241266,6730664827,65960,11325,348308
10/06/2018,Tiền Giang,64,185,819672013397,2503,00891434306173606538090113210661293,3537624081,12038,93153,587315
10/06/2018,Đà Lạt,90,982,549867931631,2371,05599218719208884628128971305809035,9044685389,90513,84951,518355
11/06/2018,Cà Mau,06,490,054932529160,0016,79888511212829094877011374934597706,4357950634,08101,41422,538464
11/06/2018,Hồ Chí Minh,79,831,552226908907,9824,44647023777085431565948729794920460,4105775925,19975,59181,202575
11/06/2018,Đồng Tháp,51,701,573554800562,3478,37352198477344055315312429390425892,3022741015,18922,86473,936076
12/06/2018,Bạc Liêu,44,779,251282141261,1418,96127355784955575823487207173986135,4353456309,29053,02683,633621
12/06/2018,Bến Tre,92,517,953475319734,4812,65227877197427978977406090221699813,4046319941,38628,11725,183242
12/06/2018,Vũng Tàu,58,341,596789833856,0054,83821535513558453426031260295124614,7933602510,54227,79186,697959
13/06/2018,Cần Thơ,46,461,006933162475,4984,78510742491968362143708751236858422,2358167300,19440,11129,822247
13/06/2018,Sóc Trăng,36,688,892608465393,3240,83944003167601025829485975828372702,8816747851,24659,81591,525697
13/06/2018,Đồng Nai,14,443,021667844997,8330,76824225329646391098916143119751543,5294999385,36508,66040,339249
14/06/2018,An Giang,06,337,909749609378,2004,57937207515834946085991682749799186,8462179134,47478,01954,682341
14/06/2018,Bình Thuận,17,079,547882557655,0325,03738956576747154535264434687286008,4466086107,72500,56172,327266
14/06/2018,Tây Ninh,26,503,652195662425,2908,04593496811312275265472574288608337,7521343834,51328,20581,160628
15/06/2018,Bình Dương,13,367,779839193947,4378,47892808493133710421435603664535702,2815468480,13648,13988,805380
15/06/2018,Trà Vinh,51,593,139441094831,9686,51469911702219861333933612626706092,6109622467,88409,89222,134177
15/06/2018,Vĩnh Long,70,951,075709767786,8855,59259752088832006184564497649044700,3878957594,55479,78281,274750
16/06/2018,Bình Phước,11,806,743291712798,4591,45048594810874918839342488405611190,1956776466,71520,77828,272437
16/06/2018,Hậu Giang,05,962,009112156323,5997,04942030870154664135127744158085420,3960146397,23397,09831,605964
16/06/2018,Hồ Chí Minh,45,065,788547758155,2551,34251980112959869447926494325734770,2510250976,74584,10726,098140
16/06/2018,Long An,95,863,539522778931,7257,11095290558444467765948178516440828,9718349157,75081,45023,614857
17/06/2018,Kiên Giang,48,128,005373202461,3463,45923263539229511252983716241170442,4880031066,69401,12811,936083
17/06/2018,Tiền Giang,45,300,757857364715,4872,96743256888425548124872212854807316,3043262046,91023,43917,665869
17/06/2018,Đà Lạt,95,779,940667147771,0754,34142190080227661550831712848400359,0876423033,19004,48206,230518
18/06/2018,Cà Mau,83,405,611038406148,1490,78357894928562443185081892968584004,5016782371,32284,01708,713530
18/06/2018,Hồ Chí Minh,22,037,693786738229,5806,45451304214603542070994252138486408,0733713844,19903,46276,091893
18/06/2018,Đồng Tháp,15,703,110821893927,0238,22897645520659593759423665320229546,1472033264,82606,29928,391630
19/06/2018,Bạc Liêu,26,335,270102947835,7777,90313725515627216156235586598572002,6790105919,46764,34032,546701
19/06/2018,Bến Tre,26,413,735844340548,7814,55475828703954301521417497814237784,7098816458,18245,50103,593136
19/06/2018,Vũng Tàu,07,954,206201238223,2197,27973083992845708948692784825383449,3213281422,52019,28177,276928
20/06/2018,Cần Thơ,70,498,429971430882,8751,70463362616613235999230526280204739,8021674772,74007,98104,618333
20/06/2018,Sóc Trăng,22,561,204898799609,1771,80752320162605798228235212147266359,9425872577,15353,45102,442493
20/06/2018,Đồng Nai,54,896,697257350688,4604,82564729648175582894881066311454309,9401078596,22700,36762,742121
21/06/2018,An Giang,82,291,519421490586,6701,70122811634796982368943221295279238,5589701025,08825,66125,091186
21/06/2018,Bình Thuận,09,193,710390182933,6354,70772590999541257010624640578608498,3591851998,88117,39227,380453
21/06/2018,Tây Ninh,21,216,211399068955,8192,22311443523795722300554410903636459,9666606111,99613,70428,128772
22/06/2018,Bình Dương,07,113,143065226861,8598,09966514327186804925098871971033312,1720506974,02581,13040,610812
22/06/2018,Trà Vinh,63,638,431627597737,2963,53095046884194347824859486122900876,3256866031,09589,44515,976508
22/06/2018,Vĩnh Long,76,667,551678348476,9064,41030175155037073720219974765807049,4246669814,40802,68337,064887
23/06/2018,Bình Phước,52,183,995194248232,1143,56191316734983691431039929630866006,0272316756,94732,62729,414760
23/06/2018,Hậu Giang,50,789,678380777017,3117,53795598448409863038975363514034748,6143269249,41872,27205,823416
23/06/2018,Hồ Chí Minh,55,416,007433046542,0406,93633970805827918517021539595897146,1848790390,91011,33186,503172
23/06/2018,Long An,61,600,266671460630,4394,70603742657654792448928229357150061,7276399882,61364,33401,336236
24/06/2018,Kiên Giang,42,867,233383786294,2480,76783624977936377933195658035150957,4219334780,37802,21026,113849
24/06/2018,Tiền Giang,09,938,251106513979,2591,38835862943303086619821433474429924,1911820401,22831,06831,428584
24/06/2018,Đà Lạt,96,702,392309934659,5583,83951007753363710145855857355120293,0322692868,01125,95796,133610
25/06/2018,Cà Mau,33,751,822834966351,6693,52653268786833101779494531741276297,8082743871,28603,10477,295446
25/06/2018,Hồ Chí Minh,78,153,627271520998,7814,43229198587677878421145969974965803,5514699433,95993,32612,974389
25/06/2018,Đồng Tháp,82,563,590892671839,8592,34057620108895540566083416970360280,1831735534,27363,06873,582473
26/06/2018,Bạc Liêu,47,367,506104771580,1828,50521852724137575736531721195389994,5601651843,17785,75977,216490
26/06/2018,Bến Tre,26,317,749267148110,9135,50553905601356992107054166308452520,7106621516,69267,67976,477598
26/06/2018,Vũng Tàu,84,416,666440332416,9126,49099650377846078156436071249037609,2955573867,25641,15945,449976
27/06/2018,Cần Thơ,40,209,013898720131,6509,03181284963497641726032085568255858,5709962105,39485,75786,775566
27/06/2018,Sóc Trăng,43,036,390903844187,2928,96860134686095188120289898776909015,5946938269,03992,48740,896759
27/06/2018,Đồng Nai,18,271,728825440073,1581,76748696496688954312664687966038776,2898095716,83028,94212,496894
28/06/2018,An Giang,19,910,491530231140,4570,63490385582464077174969375226191520,7595916411,77019,46012,002540
28/06/2018,Bình Thuận,68,101,902238973361,4605,20846328211358528067959496491200553,8437584740,35201,07829,792529
28/06/2018,Tây Ninh,98,159,063189123242,0525,86606561394139316367623850634091425,7413929950,57264,55069,834267
29/06/2018,Bình Dương,36,652,962132096503,8392,62707522273200648332628865817807324,2636419092,66478,25034,059557
29/06/2018,Trà Vinh,35,264,051824784866,0202,94135921997677124611806097879477205,4212087157,75712,73593,000066
29/06/2018,Vĩnh Long,71,796,514761685675,6232,90577116469679170865907340374337877,3858114515,27054,28164,851690
30/06/2018,Bình Phước,65,926,587124862243,3533,81420507342139314927347118320409433,4605973913,61718,84429,471250
30/06/2018,Hậu Giang,33,545,457480323174,8982,58349806306111174159625479021431282,6885333139,14863,13407,546675
30/06/2018,Hồ Chí Minh,06,204,106166100326,7283,36583364062941424193029541368414629,4148750780,09492,23632,893243
30/06/2018,Long An,80,650,338868410284,3517,07994425611971196945768279435998427,7798541431,76789,31913,312445
01/07/2018,Kiên Giang,26,010,931871557660,0342,48877467966786119814713162332550028,2238480540,47273,13002,803667
01/07/2018,Tiền Giang,42,768,683970184975,7104,01290778315390545893161618924623971,2278556217,17158,55948,613118
01/07/2018,Đà Lạt,37,081,088142380009,4984,73232715260483636652914495595853217,4612868727,77057,50051,458717
02/07/2018,Cà Mau,16,973,432225890652,8862,77698495813798431004806141453004034,0109811988,37886,82558,438931
02/07/2018,Hồ Chí Minh,56,079,725670493142,5382,89922435003702560169850409917047851,3967476762,97739,20703,477638
02/07/2018,Đồng Tháp,64,716,132820742084,8031,77611475524567880098511971029254870,2380580756,45358,54675,801893
03/07/2018,Bạc Liêu,32,796,204811051318,2473,91648489604516108530957280551077216,7909257602,20235,53970,329518
03/07/2018,Bến Tre,69,823,714043882446,2502,54834948001105693070773503851937176,3268667468,88979,27643,871419
03/07/2018,Vũng Tàu,96,011,159606826236,4982,51545332347974855943947555036441131,7229920210,87686,14300,014557
04/07/2018,Cần Thơ,83,142,731968327400,7628,34688845896584316282019526302573940,2431106143,25684,95453,800054
04/07/2018,Sóc Trăng,56,246,763280439871,9043,59815396638067533774129738024589473,5858071196,09826,22525,752532
04/07/2018,Đồng Nai,34,824,536461638101,1799,60645689250850428681217027397616363,1185509616,58394,35708,054618
05/07/2018,An Giang,68,829,639161794477,3780,68438052702669919460435166420511177,7600918428,17974,62662,185058
05/07/2018,Bình Thuận,28,495,139702230368,5633,99932977700163158569828151553850136,0387719789,92188,00778,868692
05/07/2018,Tây Ninh,23,490,884019919114,4288,62010349833995202996115285305140501,3759312812,49939,49316,557238
06/07/2018,Bình Dương,30,442,309290987545,4943,11547846394802563040998193611837396,6223053187,71049,37276,162649
06/07/2018,Trà Vinh,94,191,874448107922,0701,06863517687018368962814314918963425,0697888740,99213,44025,524046
06/07/2018,Vĩnh Long,99,006,707868896010,6900,15591548801887990310802639107351748,9134803565,27679,62980,022682
07/07/2018,Bình Phước,61,483,087408917653,4960,58587462325964049114827850902553424,3136482512,98758,70394,949304
07/07/2018,Hậu Giang,90,787,472094920508,9000,60918183770616894547530822376361928,3667015051,31430,28286,665624
07/07/2018,Hồ Chí Minh,47,489,439387016051,9835,47061222743854673011934306604951452,9906970993,14848,88437,532915
07/07/2018,Long An,73,470,024761248733,5675,23094913176478621941313279075247357,7131261774,47595,75585,594675
08/07/2018,Kiên Giang,86,675,430477601598,4631,22212156604095525288272245290760200,8545291099,07748,03821,516962
08/07/2018,Tiền Giang,63,432,343933934628,6771,39505104609134408191909260347838565,9008322729,01696,54602,864312
08/07/2018,Đà Lạt,02,761,448092125789,2580,85927468641701166690919832570546009,9069988324,54378,40165,439388
09/07/2018,Cà Mau,09,111,741613957871,6279,81994025981327208670792491790686073,3595282254,87568,26601,331611
09/07/2018,Hồ Chí Minh,78,665,259065224459,0264,62190050068466703219905772724476232,5210485925,35311,65289,401224
09/07/2018,Đồng Tháp,88,135,382909740207,5181,67520410362674436851456015779148853,2933854881,06271,09300,589902
10/07/2018,Bạc Liêu,25,644,153023559311,7633,06387793230707249181526895378654205,9361392445,44056,54180,378725
10/07/2018,Bến Tre,96,884,982381152756,5698,61497013391676723192708358424073969,9525832282,16046,10568,637680
10/07/2018,Vũng Tàu,47,845,175699020899,3824,71667867913251311702661010907589697,1755639090,15155,57924,233510
11/07/2018,Cần Thơ,68,796,546135784741,5306,08744557487308788030782760197712428,9600966725,99599,78524,992167
11/07/2018,Sóc Trăng,23,961,732188086985,0135,06752576043371128047668757005850000,8967526194,49543,92670,949987
11/07/2018,Đồng Nai,05,136,580085251415,7710,48799317761552386708218269346825049,0148505191,73544,96464,482041
12/07/2018,An Giang,64,131,326361054327,1751,05316548863479752146251398601609043,0172859791,62931,65134,693029
12/07/2018,Bình Thuận,41,124,036256243039,4326,50301776840453079201072340149282309,4194124481,82077,01465,985502
12/07/2018,Tây Ninh,44,084,080267535156,2179,34691805852478669588787224047155065,3548650726,47776,42216,930945
13/07/2018,Bình Dương,75,185,334143150909,2661,83501506253391703861297225977765593,0189055440,05432,60963,734935
13/07/2018,Trà Vinh,13,903,308857152448,3954,45277196303867551985774271779042666,4403295211,02362,14143,211892
13/07/2018,Vĩnh Long,89,958,798260830233,7340,70705571901373298541199339745032403,6215742599,45221,21290,185451
14/07/2018,Bình Phước,03,712,448359205176,7017,65378861929106735676403715517781222,0988374891,78257,48259,484979
14/07/2018,Hậu Giang,68,625,524334638072,3494,72281094103923067650398146602484553,2630356398,09179,08128,646130
14/07/2018,Hồ Chí Minh,39,324,162039779135,9849,84184344518614864711012210042110216,6245064370,88120,47317,402031
14/07/2018,Long An,57,088,073036888343,8968,41250300544847117068558420349495326,8157087938,33764,81073,442422
15/07/2018,Kiên Giang,38,442,742768687014,6595,69221578364336137781606002946553068,1562871048,31542,77213,936971
15/07/2018,Tiền Giang,55,252,343083535953,2004,73266473771253388008932740312287511,7089358483,44933,39614,562286
15/07/2018,Đà Lạt,92,750,995116178803,9092,49878629210838487048294754975295218,9243401611,17484,17987,459083
16/07/2018,Cà Mau,65,528,575226099449,0363,07616588623516069499476511232628824,2474485268,81989,44829,312271
16/07/2018,Hồ Chí Minh,79,228,771495620305,1255,92602299062375332162935627840132494,9841206354,00334,02247,722812
16/07/2018,Đồng Tháp,09,276,985388682508,5298,83945034721169475272754687216076442,4184122050,32092,60052,460725
17/07/2018,Bạc Liêu,45,266,180497247784,3755,94158306141405884798019475774409617,4117800270,00273,13964,259438
17/07/2018,Bến Tre,45,363,658557808717,3878,73833252935779629992652951601980303,3016273099,36704,96340,363551
17/07/2018,Vũng Tàu,76,819,202648918271,6971,18379522778265892780917920219592674,1180899009,27416,01278,590955
18/07/2018,Cần Thơ,64,028,879322348237,1758,99097689654910444056104215456199455,1917333254,93825,25599,015308
18/07/2018,Sóc Trăng,87,909,115844487701,9398,70293412813193037504178813608157155,6114782525,29089,88137,505326
18/07/2018,Đồng Nai,99,881,779034554296,4196,73444263365577267074594381025126527,0383311880,14740,40132,833840
19/07/2018,An Giang,14,347,115676796460,0876,04389020604010191347990484526935551,4603876062,00560,05161,451979
19/07/2018,Bình Thuận,16,912,063356280217,2366,63820445918453217478497545578508508,3739685306,89671,09684,719794
19/07/2018,Tây Ninh,09,111,238326213103,2673,56728517656190745662394987330440652,1325368007,28990,91278,019629
20/07/2018,Bình Dương,88,747,198996968262,2372,06428439798479835769211368955856724,8841572725,15304,09589,687541
20/07/2018,Trà Vinh,79,486,759160085463,7262,62849810966198386887806253563362830,5720313642,16567,14472,312417
20/07/2018,Vĩnh Long,65,842,738992793663,0219,13871609059487612789365668429415474,3256965835,05284,22729,963885
21/07/2018,Bình Phước,83,001,333899749429,1136,54003234300158432269975016666037091,6935992915,14231,88156,638961
21/07/2018,Hậu Giang,18,246,539216056162,3079,86708527571177247454773669704821655,9328423184,81657,98621,500275
21/07/2018,Hồ Chí Minh,05,118,982284558586,3295,88356290294855551357111009858885623,9410860117,01382,69509,063439
21/07/2018,Long An,45,911,631568447598,7843,32664136076672359368782248326855925,3972656764,02906,46504,348068
22/07/2018,Kiên Giang,75,885,688476065123,9384,34631150505785836841182260048696826,3624609478,18978,99796,615936
22/07/2018,Tiền Giang,99,837,356308907572,5062,96889593228529154496450665423047975,0743444152,61247,00490,109756
22/07/2018,Đà Lạt,75,224,824577173470,8588,56441202133688397961713457098947910,5966620723,63654,38744,366607
23/07/2018,Cà Mau,80,410,108569278667,5381,93780357769204293268770924672287871,3932988176,38853,71564,572636
23/07/2018,Hồ Chí Minh,32,531,287091047761,0747,19795415839129598474189053192231481,5786246692,75226,39112,104948
23/07/2018,Đồng Tháp,46,476,000211222942,9463,20999411131543669178197392270876701,2906577513,59648,30789,708670
24/07/2018,Bạc Liêu,90,194,366247449579,4870,33151069098617296165208464844963793,7562354440,59069,44006,434473
24/07/2018,Bến Tre,78,740,626419991095,9506,67183597550312660685115380799487027,6328100524,77268,57734,632320
24/07/2018,Vũng Tàu,07,076,619539043224,5838,53549051861364210200593007629226915,1153592054,33426,80029,691720
25/07/2018,Cần Thơ,11,772,812645033492,6938,96394334021848290912178709046036586,7019043536,17510,77308,852467
25/07/2018,Sóc Trăng,86,982,286015029652,8951,48626544417950850649256375766020169,8244144035,04080,36540,309131
25/07/2018,Đồng Nai,02,800,214031167626,4807,67395530792467291063446507837276752,2738080710,85567,80459,818671
26/07/2018,An Giang,86,348,803369365751,3284,00823965040703198045299719661768138,4070257290,74599,42496,253156
26/07/2018,Bình Thuận,78,230,945708224918,3405,68570106257342564878797679015466854,5065108347,93802,41384,679849
26/07/2018,Tây Ninh,92,103,718828225060,2411,00815415299054117081178040882588323,8660801270,45474,17613,929814
27/07/2018,Bình Dương,67,011,592369534057,0809,53633732337062469998646256429409688,3919128652,73302,37326,845276
27/07/2018,Trà Vinh,23,843,881380116587,3705,41623635627779283613172096383531416,1959327723,06417,14616,209884
27/07/2018,Vĩnh Long,54,192,723563055637,6490,80781752352284237300365417144197095,8238786389,74609,84709,177913
28/07/2018,Bình Phước,60,122,078960606532,5365,99400030653228571228049131892415395,9063533413,75147,72192,143980
28/07/2018,Hậu Giang,70,539,699873248025,2920,99597430081164111783346444796181311,4768790021,83897,90767,028075
28/07/2018,Hồ Chí Minh,22,953,028901055316,0902,46064927325175285290320749421043858,0593175075,14724,96943,533258
28/07/2018,Long An,55,518,277835769478,8233,06162363307875419361330843213542355,9279979520,19469,33517,211259
29/07/2018,Kiên Giang,00,777,246435537374,6319,63285723739302376743170535221824276,1334268805,65078,72005,993654
29/07/2018,Tiền Giang,79,863,076655092465,0452,51895436798974180088359525162553760,1495972120,78375,06916,979393
29/07/2018,Đà Lạt,92,552,695298471490,6472,69527801458344530038011497895213799,6544101761,62612,74459,553971
30/07/2018,Cà Mau,97,842,443296292139,2131,67641961324461958939120494535929727,2475794601,24313,36157,207640
30/07/2018,Hồ Chí Minh,41,451,496567703456,9075,95452798770070753852331796916990255,2774975085,80745,80935,060340
30/07/2018,Đồng Tháp,90,388,120297270834,1985,04002152262372134060168766705792264,2422463652,03700,01068,517112
31/07/2018,Bạc Liêu,24,224,696378137111,7563,05373677983032680423627488930049537,7279227950,12169,25115,800631
31/07/2018,Bến Tre,22,880,141019716142,5439,79214120261343902320869065920351301,0359621708,82903,91602,999039
31/07/2018,Vũng Tàu,04,646,510816605766,8751,43321055617672910864669588794536302,5509350934,89891,01324,199813
01/08/2018,Cần Thơ,26,492,809129749981,4299,52740107716358658791056315942936545,0222818607,18634,69467,392231
01/08/2018,Sóc Trăng,38,697,060419763225,9322,03983090491197028582150638749529626,8448578941,62394,80955,398216
01/08/2018,Đồng Nai,00,350,944336696323,1877,06935343477468650437375414769171929,3336734348,84670,05027,261679
02/08/2018,An Giang,62,302,404201017592,1278,23998051812717134825745047058192932,3923302925,82208,78980,850482
02/08/2018,Bình Thuận,04,179,689918249469,9527,61960184611944101665646695503126986,0321385956,93368,73181,955959
02/08/2018,Tây Ninh,84,975,735082991002,3935,41571935904866672697635476131092207,5674540839,95557,61634,626390
03/08/2018,Bình Dương,38,870,427742172342,4163,07255131050400387556889358757815601,1580559576,26685,28244,866710
03/08/2018,Trà Vinh,95,059,378324037214,5885,33927035408868313884317955354050695,4233323153,18431,17518,459985
03/08/2018,Vĩnh Long,61,809,866658313743,3577,08324510811254619959736505712774934,5145357480,14228,75906,748827
04/08/2018,Bình Phước,93,825,767992649383,7981,15585750980974226081563164573103934,3732086056,25917,86746,849565
04/08/2018,Hậu Giang,65,259,829136252645,5792,32561532396993142355492464030344136,8699273612,12379,93534,661333
04/08/2018,Hồ Chí Minh,37,385,882918575964,1957,55826854537461604866216089604758041,4141164108,11930,69466,115395
04/08/2018,Long An,67,713,171335288326,7042,34010454979881295932989883199079987,0145128941,27476,90770,479236
05/08/2018,Kiên Giang,15,881,893112363768,5143,05848241549782748806518248627244051,5483431508,76256,87791,693789
05/08/2018,Tiền Giang,36,888,676895296834,4045,68113806908345224235395146190850296,4896048380,40509,22705,819386
05/08/2018,Đà Lạt,88,915,698922833410,9227,24263489720902286137123119076726093,1309270775,85469,09147,124760
06/08/2018,Cà Mau,12,068,373495526939,8925,08814212530126555845443372520213045,9942133701,18931,30153,419572
06/08/2018,Hồ Chí Minh,90,641,641718920482,9362,61886466962285523147664990511703827,2650603162,90365,34872,836164
06/08/2018,Đồng Tháp,11,216,907207564044,9064,34125201781493001886244291212111213,7060271377,23192,57613,569548
07/08/2018,Bạc Liêu,57,187,284944912009,7652,12591561919053479931585739518225906,0512419310,64760,64784,117564
07/08/2018,Bến Tre,38,731,215428356611,4614,23283592467155223379018098242857987,0716098842,71143,07367,101899
07/08/2018,Vũng Tàu,80,661,541620590327,9509,03651063675045044295723517453296253,8716562358,10889,94578,364203
08/08/2018,Cần Thơ,08,806,264584481052,0057,40220330472980600265493100438840706,4842010738,04982,88342,102842
08/08/2018,Sóc Trăng,97,183,414717270431,8433,05359822219251112453999398086189641,3602956537,75066,05905,358173
08/08/2018,Đồng Nai,65,028,959400774143,9364,15083749707997321360785265643280628,3590370030,08293,88215,656726
09/08/2018,An Giang,74,876,181959958995,7345,89034680107880884925862619830636993,7953019926,88809,50322,084980
09/08/2018,Bình Thuận,14,720,128583720721,0046,06930066682555019850087011253607136,5881732353,45464,65017,724746
09/08/2018,Tây Ninh,20,631,838767214355,4377,25649311094410507207397511645500828,4124679881,47940,82714,319790
10/08/2018,Bình Dương,63,684,041847380992,7543,25931674828248929996686394797678820,9160831499,72041,82570,307872
10/08/2018,Trà Vinh,27,216,971119034152,1826,08211731311457229944993944679629293,2957686014,22268,25905,634919
10/08/2018,Vĩnh Long,85,769,455816733210,3528,51016640515122778589966250009179510,5090637004,24235,43348,379409
11/08/2018,Bình Phước,76,675,086097303103,3325,89469737904737239242359139447925249,2113415910,07230,49822,105240
11/08/2018,Hậu Giang,84,316,309312693554,1560,01502718821499598167103321231640783,0749109845,65141,27913,488001
11/08/2018,Hồ Chí Minh,34,741,660070186461,2550,85716425728134568896905687957336209,2960379273,98717,06689,434220
11/08/2018,Long An,52,393,712564816068,3064,22485185544858427438557766370647850,1365948770,41234,41273,764384
12/08/2018,Kiên Giang,05,577,427173994046,9428,71361288040915479679852725799538171,6974196636,12071,69291,032684
12/08/2018,Tiền Giang,28,755,889020454685,3944,06086124037169063347220161805000017,2929591315,39747,50431,839525
12/08/2018,Đà Lạt,24,830,760105316525,7950,43028202356050806689213840638163938,2629900285,16764,26113,319549
13/08/2018,Cà Mau,11,865,793439148861,5007,65198064915482593739981715964497363,4264606356,44975,47077,684454
13/08/2018,Hồ Chí Minh,52,703,105383858394,9636,31805072480933031810176258760400636,6766837079,44094,64334,530867
13/08/2018,Đồng Tháp,92,541,773952362389,3247,75744724256607400830801899476190921,3496596620,00514,70745,073408
14/08/2018,Bạc Liêu,29,711,621752495245,6903,50430464051067370247686833546971985,2893098765,71954,56835,373129
14/08/2018,Bến Tre,44,055,759909877659,4273,03308315963404498357033552435925054,0500127397,52592,82037,064914
14/08/2018,Vũng Tàu,81,042,555132709579,8111,10646141488999113160317846920337543,0942096664,93314,18886,394091
15/08/2018,Cần Thơ,08,789,415121747604,5987,18695068495534596871285710953962905,7571168592,45935,78741,058341
15/08/2018,Sóc Trăng,11,621,301278544798,3424,73241834120817789791243544456634528,8178411814,01806,24193,580991
